Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
233.0041656,261.5743713,233.0144806,296.7705994,
233.5041656,258.7778625,233.5144806,293.1829529,
234.0041656,256.4308777,234.0144806,292.4524841,
234.5041656,254.5264587,234.5144806,286.8967285,
235.0041656,243.800827,235.0144806,292.1815186,
235.5041656,247.3411865,235.5144806,285.4320374,
236.0041656,239.0477905,236.0144806,283.2702637,
236.5041656,237.7564545,236.5144806,282.9884033,
237.0041656,238.5824585,237.0144806,277.9519348,
237.5041656,241.2180328,237.5144806,283.0481567,
238.0041656,240.9566193,238.0144806,278.7955627,
238.5041656,235.1500549,238.5144806,286.1446228,
239.0041656,239.1318054,239.0144806,277.0845642,
239.5041656,239.3452301,239.5144806,279.8213806,
240.0041656,233.4063873,240.0144806,282.1977539,
240.5041656,234.749054,240.5145416,279.7554932,
241.0041656,239.8572693,241.0144806,282.6773987,
241.5041656,238.0887146,241.5144806,273.8900146,
242.0041656,233.4046783,242.0144806,278.221283,
242.5041656,237.1941071,242.5144806,282.6114197,
243.0041656,232.4363403,243.0144806,278.3144226,
243.5041656,234.2032318,243.5145416,278.8233948,
244.0041656,237.1544495,244.0144806,280.7613525,
244.5041656,228.5489502,244.5144806,280.1374207,
245.0041656,234.9975739,245.0144806,271.5999451,
245.5041656,235.3464661,245.5144806,277.9810181,
246.0041656,232.6175385,246.0144806,281.4856262,
246.5041656,237.9810638,246.5144806,279.4067993,
247.0041656,238.7457275,247.0144806,282.4160461,
247.5041656,231.2661591,247.5144806,275.5437012,
248.0041656,236.4657898,248.0144806,280.710022,
248.5041656,239.733078,248.5144806,279.1234131,
249.0041656,232.1158905,249.0144806,284.9161987,
249.5041656,237.7392426,249.5144806,284.6964417,
250.0041656,234.4584656,250.0144806,277.090271,
250.5041656,237.2611389,250.5144806,284.4221802,
251.0041656,231.8612823,251.0144806,281.9215393,
251.5041656,236.5460052,251.5144806,277.89505,
252.0041656,231.2359619,252.0144806,279.4446716,
252.5041656,235.0388641,252.5144806,279.7798767,
253.0041656,239.2036591,253.0144806,284.3782043,
253.5041656,236.7249146,253.5144806,275.4902954,
